trabajador_id;nombre;fecha_nacimiento;pasaporte;codigo_compania;vuelo_id;rol
2;Melissa Jimenez;1998-12-18;W08204144;IBE;4;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;UAN;131;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;AZI;137;Tripulante de Cabina
40;Brian Berry;1998-12-22;N92528667;NCY;83;Paramedico
2;Melissa Jimenez;1998-12-18;W08204144;KAI;9;Tripulante de Cabina
53;Patricia Alvarado;1983-08-01;P27318304;KAI;133;Paramedico
50;Adam Herrera;1976-12-04;Y37241205;XLE;95;Paramedico
49;Kenneth Brady;1981-11-06;O21522167;UAN;138;Paramedico
40;Brian Berry;1998-12-22;N92528667;LAT;11;Paramedico
11;David Tran;1975-08-07;B62958600;NCY;57;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;UAN;89;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;KAI;46;Tripulante de Cabina
18;Michael Chavez;1976-08-28;O16330677;UCA;145;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;COG;108;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;XLE;121;Tripulante de Cabina
28;Nicholas Simmons;1994-08-03;W03439988;LAW;30;Tripulante de Cabina
28;Nicholas Simmons;1994-08-03;W03439988;LUD;88;Tripulante de Cabina
50;Adam Herrera;1976-12-04;Y37241205;XLE;2;Paramedico
51;Kristina Gilmore;1985-12-13;B29047250;LAW;138;Tripulante de Cabina
28;Nicholas Simmons;1994-08-03;W03439988;LAT;97;Tripulante de Cabina
47;Michael Compton;1980-01-07;T63857772;EAL;111;Paramedico
56;Isaiah Riley;1986-09-18;W12727804;IBE;98;Tripulante de Cabina
46;Heather Arnold;1999-01-10;Y81323264;UAN;121;Tripulante de Cabina
14;Ronnie Macias;1988-02-12;J06543685;LUD;91;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;UAN;1;Tripulante de Cabina
52;Sara Sims;1999-07-10;F00773862;LAW;18;Paramedico
56;Isaiah Riley;1986-09-18;W12727804;COG;89;Tripulante de Cabina
40;Brian Berry;1998-12-22;N92528667;LAT;82;Paramedico
50;Adam Herrera;1976-12-04;Y37241205;XLE;5;Paramedico
20;James Singleton;1977-08-12;U46471214;KEA;44;Paramedico
52;Sara Sims;1999-07-10;F00773862;KAI;26;Paramedico
56;Isaiah Riley;1986-09-18;W12727804;COG;46;Tripulante de Cabina
12;Ronnie Moore;1997-01-12;L28170812;KEA;20;Tripulante de Cabina
5;Miguel Oliver;1992-08-27;E21376006;UAN;38;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;IBE;36;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;ADC;65;Tripulante de Cabina
32;Darrell Henderson;1975-03-14;I87476188;LAT;67;Paramedico
45;Jill Haas;1986-04-10;U50608611;EAL;52;Paramedico
16;Tracey Harris;1978-06-05;C97271665;ETA;76;Tripulante de Cabina
18;Michael Chavez;1976-08-28;O16330677;UCA;128;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;BTA;1;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;LAM;0;Tripulante de Cabina
39;Patricia Norris;1974-12-08;Y69764268;ADC;96;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;BTA;44;Tripulante de Cabina
33;Samantha Mora;1990-10-27;P24467352;BTA;42;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;KAI;136;Tripulante de Cabina
46;Heather Arnold;1999-01-10;Y81323264;KAI;34;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;COG;77;Tripulante de Cabina
39;Patricia Norris;1974-12-08;Y69764268;ADC;106;Tripulante de Cabina
50;Adam Herrera;1976-12-04;Y37241205;BTA;105;Paramedico
30;Daniel Callahan;1987-09-13;X88103341;UCA;121;Paramedico
49;Kenneth Brady;1981-11-06;O21522167;KAI;108;Paramedico
14;Ronnie Macias;1988-02-12;J06543685;BTA;81;Tripulante de Cabina
46;Heather Arnold;1999-01-10;Y81323264;LUD;38;Tripulante de Cabina
40;Brian Berry;1998-12-22;N92528667;NCY;86;Paramedico
49;Kenneth Brady;1981-11-06;O21522167;UAN;30;Paramedico
13;Bradley Glenn;1975-10-17;U87751971;KEA;146;Tripulante de Cabina
28;Nicholas Simmons;1994-08-03;W03439988;LAT;132;Tripulante de Cabina
50;Adam Herrera;1976-12-04;Y37241205;BTA;2;Paramedico
45;Jill Haas;1986-04-10;U50608611;EAL;123;Paramedico
27;Steven Hernandez;1997-11-18;Z48029074;NCY;49;Paramedico
19;Desiree Williams;1993-03-19;Z32250364;ADC;87;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;LAM;66;Tripulante de Cabina
51;Kristina Gilmore;1985-12-13;B29047250;NCY;18;Tripulante de Cabina
18;Michael Chavez;1976-08-28;O16330677;BTA;148;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;LAM;101;Tripulante de Cabina
32;Darrell Henderson;1975-03-14;I87476188;QAF;72;Paramedico
2;Melissa Jimenez;1998-12-18;W08204144;KAI;93;Tripulante de Cabina
46;Heather Arnold;1999-01-10;Y81323264;UAN;34;Tripulante de Cabina
18;Michael Chavez;1976-08-28;O16330677;BTA;103;Tripulante de Cabina
48;Alex Walsh;1985-12-12;W59287703;LAW;40;Tripulante de Cabina
4;Diane Swanson;1974-02-14;F08731569;COG;111;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;COG;89;Tripulante de Cabina
46;Heather Arnold;1999-01-10;Y81323264;UAN;30;Tripulante de Cabina
45;Jill Haas;1986-04-10;U50608611;MPH;48;Paramedico
46;Heather Arnold;1999-01-10;Y81323264;KAI;136;Tripulante de Cabina
39;Patricia Norris;1974-12-08;Y69764268;LAW;106;Tripulante de Cabina
39;Patricia Norris;1974-12-08;Y69764268;QAF;16;Tripulante de Cabina
46;Heather Arnold;1999-01-10;Y81323264;UAN;43;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;EAL;136;Tripulante de Cabina
46;Heather Arnold;1999-01-10;Y81323264;LUD;30;Tripulante de Cabina
20;James Singleton;1977-08-12;U46471214;LRC;44;Paramedico
46;Heather Arnold;1999-01-10;Y81323264;LUD;45;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;LUD;141;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;LAM;24;Tripulante de Cabina
26;Elizabeth Jordan;1974-09-16;S70038299;MPH;48;Tripulante de Cabina
40;Brian Berry;1998-12-22;N92528667;ETA;39;Paramedico
52;Sara Sims;1999-07-10;F00773862;ETA;114;Paramedico
30;Daniel Callahan;1987-09-13;X88103341;XLE;64;Paramedico
48;Alex Walsh;1985-12-12;W59287703;LAW;48;Tripulante de Cabina
48;Alex Walsh;1985-12-12;W59287703;AZI;40;Tripulante de Cabina
16;Tracey Harris;1978-06-05;C97271665;XLE;95;Tripulante de Cabina
51;Kristina Gilmore;1985-12-13;B29047250;NCY;96;Tripulante de Cabina
47;Michael Compton;1980-01-07;T63857772;COG;0;Paramedico
4;Diane Swanson;1974-02-14;F08731569;LAW;98;Tripulante de Cabina
30;Daniel Callahan;1987-09-13;X88103341;UCA;143;Paramedico
4;Diane Swanson;1974-02-14;F08731569;COG;138;Tripulante de Cabina
52;Sara Sims;1999-07-10;F00773862;ETA;69;Paramedico
53;Patricia Alvarado;1983-08-01;P27318304;ADC;43;Paramedico
42;Deborah Martinez;1987-02-03;G18065401;LRC;115;Tripulante de Cabina
52;Sara Sims;1999-07-10;F00773862;KAI;114;Paramedico
19;Desiree Williams;1993-03-19;Z32250364;MPH;6;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;MPH;125;Tripulante de Cabina
5;Miguel Oliver;1992-08-27;E21376006;UAN;19;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;BTA;94;Tripulante de Cabina
47;Michael Compton;1980-01-07;T63857772;LAM;131;Paramedico
11;David Tran;1975-08-07;B62958600;LUD;45;Tripulante de Cabina
46;Heather Arnold;1999-01-10;Y81323264;UAN;8;Tripulante de Cabina
40;Brian Berry;1998-12-22;N92528667;LAW;23;Paramedico
26;Elizabeth Jordan;1974-09-16;S70038299;LAW;48;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;BTA;68;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;LAM;90;Tripulante de Cabina
47;Michael Compton;1980-01-07;T63857772;EAL;131;Paramedico
20;James Singleton;1977-08-12;U46471214;KEA;60;Paramedico
40;Brian Berry;1998-12-22;N92528667;LAT;83;Paramedico
58;Samuel Jimenez;1984-01-07;B79815379;BTA;80;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;BTA;45;Tripulante de Cabina
53;Patricia Alvarado;1983-08-01;P27318304;KAI;38;Paramedico
1;Melanie Cummings;1980-09-01;J00360904;XLE;45;Tripulante de Cabina
5;Miguel Oliver;1992-08-27;E21376006;AZI;13;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;BTA;140;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;ETA;121;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;ADC;86;Tripulante de Cabina
51;Kristina Gilmore;1985-12-13;B29047250;KAI;96;Tripulante de Cabina
52;Sara Sims;1999-07-10;F00773862;KAI;69;Paramedico
12;Ronnie Moore;1997-01-12;L28170812;ADC;113;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;EAL;131;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;LRC;39;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;UAN;99;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;LRC;59;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;UAN;65;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;KAI;104;Tripulante de Cabina
40;Brian Berry;1998-12-22;N92528667;NCY;35;Paramedico
58;Samuel Jimenez;1984-01-07;B79815379;BTA;65;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;LRC;87;Tripulante de Cabina
16;Tracey Harris;1978-06-05;C97271665;XLE;69;Tripulante de Cabina
4;Diane Swanson;1974-02-14;F08731569;LAW;47;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;EAL;109;Tripulante de Cabina
50;Adam Herrera;1976-12-04;Y37241205;UAN;16;Paramedico
19;Desiree Williams;1993-03-19;Z32250364;XLE;6;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;UAN;104;Tripulante de Cabina
28;Nicholas Simmons;1994-08-03;W03439988;LUD;26;Tripulante de Cabina
12;Ronnie Moore;1997-01-12;L28170812;ADC;20;Tripulante de Cabina
1;Melanie Cummings;1980-09-01;J00360904;LUD;37;Tripulante de Cabina
49;Kenneth Brady;1981-11-06;O21522167;KAI;34;Paramedico
40;Brian Berry;1998-12-22;N92528667;LAT;22;Paramedico
58;Samuel Jimenez;1984-01-07;B79815379;LRC;99;Tripulante de Cabina
20;James Singleton;1977-08-12;U46471214;LRC;110;Paramedico
39;Patricia Norris;1974-12-08;Y69764268;LAW;9;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;COG;47;Tripulante de Cabina
4;Diane Swanson;1974-02-14;F08731569;LAW;140;Tripulante de Cabina
40;Brian Berry;1998-12-22;N92528667;LAT;86;Paramedico
50;Adam Herrera;1976-12-04;Y37241205;BTA;16;Paramedico
2;Melissa Jimenez;1998-12-18;W08204144;LAW;91;Tripulante de Cabina
53;Patricia Alvarado;1983-08-01;P27318304;ADC;115;Paramedico
58;Samuel Jimenez;1984-01-07;B79815379;UAN;103;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;BTA;78;Tripulante de Cabina
16;Tracey Harris;1978-06-05;C97271665;ETA;25;Tripulante de Cabina
47;Michael Compton;1980-01-07;T63857772;COG;129;Paramedico
58;Samuel Jimenez;1984-01-07;B79815379;NCY;128;Tripulante de Cabina
26;Elizabeth Jordan;1974-09-16;S70038299;MPH;92;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;IBE;129;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;LUD;50;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;KAI;66;Tripulante de Cabina
28;Nicholas Simmons;1994-08-03;W03439988;LAT;52;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;IBE;46;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;KAI;1;Tripulante de Cabina
46;Heather Arnold;1999-01-10;Y81323264;UAN;102;Tripulante de Cabina
33;Samantha Mora;1990-10-27;P24467352;QAF;29;Tripulante de Cabina
51;Kristina Gilmore;1985-12-13;B29047250;KAI;39;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;BTA;34;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;KAI;36;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;ADC;70;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;ADC;119;Tripulante de Cabina
51;Kristina Gilmore;1985-12-13;B29047250;LAW;23;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;IBE;104;Tripulante de Cabina
18;Michael Chavez;1976-08-28;O16330677;BTA;145;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;KAI;138;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;XLE;85;Tripulante de Cabina
16;Tracey Harris;1978-06-05;C97271665;EAL;125;Tripulante de Cabina
13;Bradley Glenn;1975-10-17;U87751971;UCA;3;Tripulante de Cabina
50;Adam Herrera;1976-12-04;Y37241205;UAN;85;Paramedico
46;Heather Arnold;1999-01-10;Y81323264;LUD;121;Tripulante de Cabina
51;Kristina Gilmore;1985-12-13;B29047250;NCY;116;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;KAI;108;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;IBE;138;Tripulante de Cabina
13;Bradley Glenn;1975-10-17;U87751971;KEA;72;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;AZI;138;Tripulante de Cabina
27;Steven Hernandez;1997-11-18;Z48029074;NCY;59;Paramedico
58;Samuel Jimenez;1984-01-07;B79815379;UAN;1;Tripulante de Cabina
35;Francisco Rich;1996-02-21;D89562085;QAF;73;Paramedico
58;Samuel Jimenez;1984-01-07;B79815379;BTA;103;Tripulante de Cabina
30;Daniel Callahan;1987-09-13;X88103341;UCA;125;Paramedico
58;Samuel Jimenez;1984-01-07;B79815379;LRC;60;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;BTA;33;Tripulante de Cabina
39;Patricia Norris;1974-12-08;Y69764268;LAW;15;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;KAI;108;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;IBE;47;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;EAL;77;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;AZI;59;Tripulante de Cabina
27;Steven Hernandez;1997-11-18;Z48029074;NCY;62;Paramedico
35;Francisco Rich;1996-02-21;D89562085;COG;15;Paramedico
5;Miguel Oliver;1992-08-27;E21376006;UAN;101;Tripulante de Cabina
53;Patricia Alvarado;1983-08-01;P27318304;KAI;56;Paramedico
43;Rebecca Valenzuela;1971-08-18;G17571521;BTA;103;Paramedico
42;Deborah Martinez;1987-02-03;G18065401;AZI;137;Tripulante de Cabina
5;Miguel Oliver;1992-08-27;E21376006;KAI;5;Tripulante de Cabina
33;Samantha Mora;1990-10-27;P24467352;QAF;65;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;EAL;99;Tripulante de Cabina
46;Heather Arnold;1999-01-10;Y81323264;KAI;45;Tripulante de Cabina
16;Tracey Harris;1978-06-05;C97271665;EAL;69;Tripulante de Cabina
51;Kristina Gilmore;1985-12-13;B29047250;LAW;22;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;BTA;86;Tripulante de Cabina
48;Alex Walsh;1985-12-12;W59287703;AZI;48;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;LRC;49;Tripulante de Cabina
52;Sara Sims;1999-07-10;F00773862;KAI;137;Paramedico
58;Samuel Jimenez;1984-01-07;B79815379;UAN;39;Tripulante de Cabina
5;Miguel Oliver;1992-08-27;E21376006;KAI;141;Tripulante de Cabina
35;Francisco Rich;1996-02-21;D89562085;QAF;124;Paramedico
58;Samuel Jimenez;1984-01-07;B79815379;UAN;60;Tripulante de Cabina
1;Melanie Cummings;1980-09-01;J00360904;LUD;45;Tripulante de Cabina
42;Deborah Martinez;1987-02-03;G18065401;KAI;138;Tripulante de Cabina
26;Elizabeth Jordan;1974-09-16;S70038299;LAW;26;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;IBE;9;Tripulante de Cabina
4;Diane Swanson;1974-02-14;F08731569;KAI;136;Tripulante de Cabina
4;Diane Swanson;1974-02-14;F08731569;COG;47;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;COG;59;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;BTA;60;Tripulante de Cabina
16;Tracey Harris;1978-06-05;C97271665;EAL;123;Tripulante de Cabina
32;Darrell Henderson;1975-03-14;I87476188;UCA;72;Paramedico
28;Nicholas Simmons;1994-08-03;W03439988;LAT;45;Tripulante de Cabina
4;Diane Swanson;1974-02-14;F08731569;LAW;32;Tripulante de Cabina
14;Ronnie Macias;1988-02-12;J06543685;LUD;90;Tripulante de Cabina
18;Michael Chavez;1976-08-28;O16330677;UCA;107;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;MPH;120;Tripulante de Cabina
5;Miguel Oliver;1992-08-27;E21376006;LUD;121;Tripulante de Cabina
36;Justin Martin;1984-07-08;U66847209;;;
12;Ronnie Moore;1997-01-12;L28170812;KEA;7;Tripulante de Cabina
46;Heather Arnold;1999-01-10;Y81323264;KAI;8;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;COG;98;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;LAM;81;Tripulante de Cabina
35;Francisco Rich;1996-02-21;D89562085;COG;124;Paramedico
19;Desiree Williams;1993-03-19;Z32250364;ETA;87;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;LRC;17;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;MPH;114;Tripulante de Cabina
12;Ronnie Moore;1997-01-12;L28170812;KEA;48;Tripulante de Cabina
40;Brian Berry;1998-12-22;N92528667;LAT;23;Paramedico
56;Isaiah Riley;1986-09-18;W12727804;COG;1;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;COG;27;Tripulante de Cabina
40;Brian Berry;1998-12-22;N92528667;LAT;97;Paramedico
33;Samantha Mora;1990-10-27;P24467352;BTA;33;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;KAI;24;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;KAI;90;Tripulante de Cabina
51;Kristina Gilmore;1985-12-13;B29047250;NCY;54;Tripulante de Cabina
4;Diane Swanson;1974-02-14;F08731569;COG;2;Tripulante de Cabina
4;Diane Swanson;1974-02-14;F08731569;COG;136;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;LUD;37;Tripulante de Cabina
33;Samantha Mora;1990-10-27;P24467352;QAF;42;Tripulante de Cabina
52;Sara Sims;1999-07-10;F00773862;LAW;69;Paramedico
53;Patricia Alvarado;1983-08-01;P27318304;KAI;65;Paramedico
22;Rodney Wilson;1973-10-18;R08362516;EAL;101;Tripulante de Cabina
18;Michael Chavez;1976-08-28;O16330677;UCA;72;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;LUD;26;Tripulante de Cabina
18;Michael Chavez;1976-08-28;O16330677;BTA;107;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;LRC;28;Tripulante de Cabina
42;Deborah Martinez;1987-02-03;G18065401;AZI;49;Tripulante de Cabina
28;Nicholas Simmons;1994-08-03;W03439988;LUD;67;Tripulante de Cabina
40;Brian Berry;1998-12-22;N92528667;LAT;39;Paramedico
43;Rebecca Valenzuela;1971-08-18;G17571521;ADC;94;Paramedico
30;Daniel Callahan;1987-09-13;X88103341;UCA;58;Paramedico
2;Melissa Jimenez;1998-12-18;W08204144;IBE;26;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;ADC;58;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;IBE;91;Tripulante de Cabina
52;Sara Sims;1999-07-10;F00773862;ETA;26;Paramedico
51;Kristina Gilmore;1985-12-13;B29047250;NCY;97;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;BTA;87;Tripulante de Cabina
20;James Singleton;1977-08-12;U46471214;LRC;60;Paramedico
13;Bradley Glenn;1975-10-17;U87751971;KAI;72;Tripulante de Cabina
18;Michael Chavez;1976-08-28;O16330677;ETA;41;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;ETA;6;Tripulante de Cabina
12;Ronnie Moore;1997-01-12;L28170812;KEA;119;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;UAN;81;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;ADC;120;Tripulante de Cabina
12;Ronnie Moore;1997-01-12;L28170812;LAW;20;Tripulante de Cabina
47;Michael Compton;1980-01-07;T63857772;COG;111;Paramedico
56;Isaiah Riley;1986-09-18;W12727804;LAM;38;Tripulante de Cabina
43;Rebecca Valenzuela;1971-08-18;G17571521;BTA;80;Paramedico
19;Desiree Williams;1993-03-19;Z32250364;ETA;58;Tripulante de Cabina
12;Ronnie Moore;1997-01-12;L28170812;ADC;26;Tripulante de Cabina
30;Daniel Callahan;1987-09-13;X88103341;UCA;21;Paramedico
58;Samuel Jimenez;1984-01-07;B79815379;ADC;44;Tripulante de Cabina
46;Heather Arnold;1999-01-10;Y81323264;LUD;50;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;LAM;110;Tripulante de Cabina
12;Ronnie Moore;1997-01-12;L28170812;LAW;61;Tripulante de Cabina
20;James Singleton;1977-08-12;U46471214;LAM;113;Paramedico
4;Diane Swanson;1974-02-14;F08731569;KAI;111;Tripulante de Cabina
16;Tracey Harris;1978-06-05;C97271665;ETA;120;Tripulante de Cabina
12;Ronnie Moore;1997-01-12;L28170812;ADC;3;Tripulante de Cabina
20;James Singleton;1977-08-12;U46471214;LRC;20;Paramedico
56;Isaiah Riley;1986-09-18;W12727804;COG;38;Tripulante de Cabina
50;Adam Herrera;1976-12-04;Y37241205;LAW;5;Paramedico
2;Melissa Jimenez;1998-12-18;W08204144;LUD;104;Tripulante de Cabina
53;Patricia Alvarado;1983-08-01;P27318304;KAI;128;Paramedico
58;Samuel Jimenez;1984-01-07;B79815379;UAN;87;Tripulante de Cabina
13;Bradley Glenn;1975-10-17;U87751971;UCA;147;Tripulante de Cabina
45;Jill Haas;1986-04-10;U50608611;EAL;118;Paramedico
2;Melissa Jimenez;1998-12-18;W08204144;IBE;45;Tripulante de Cabina
35;Francisco Rich;1996-02-21;D89562085;QAF;36;Paramedico
32;Darrell Henderson;1975-03-14;I87476188;LAT;142;Paramedico
42;Deborah Martinez;1987-02-03;G18065401;KAI;19;Tripulante de Cabina
35;Francisco Rich;1996-02-21;D89562085;COG;32;Paramedico
19;Desiree Williams;1993-03-19;Z32250364;ADC;69;Tripulante de Cabina
39;Patricia Norris;1974-12-08;Y69764268;LAW;96;Tripulante de Cabina
46;Heather Arnold;1999-01-10;Y81323264;LUD;28;Tripulante de Cabina
16;Tracey Harris;1978-06-05;C97271665;EAL;95;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;ETA;119;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;MPH;10;Tripulante de Cabina
11;David Tran;1975-08-07;B62958600;NCY;45;Tripulante de Cabina
5;Miguel Oliver;1992-08-27;E21376006;KAI;75;Tripulante de Cabina
5;Miguel Oliver;1992-08-27;E21376006;LUD;138;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;ETA;120;Tripulante de Cabina
30;Daniel Callahan;1987-09-13;X88103341;UCA;112;Paramedico
22;Rodney Wilson;1973-10-18;R08362516;LAM;28;Tripulante de Cabina
51;Kristina Gilmore;1985-12-13;B29047250;KAI;52;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;XLE;112;Tripulante de Cabina
13;Bradley Glenn;1975-10-17;U87751971;KAI;144;Tripulante de Cabina
12;Ronnie Moore;1997-01-12;L28170812;LAW;87;Tripulante de Cabina
5;Miguel Oliver;1992-08-27;E21376006;AZI;40;Tripulante de Cabina
4;Diane Swanson;1974-02-14;F08731569;KAI;48;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;LUD;69;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;KAI;47;Tripulante de Cabina
20;James Singleton;1977-08-12;U46471214;KEA;3;Paramedico
51;Kristina Gilmore;1985-12-13;B29047250;NCY;52;Tripulante de Cabina
18;Michael Chavez;1976-08-28;O16330677;BTA;41;Tripulante de Cabina
20;James Singleton;1977-08-12;U46471214;KEA;24;Paramedico
39;Patricia Norris;1974-12-08;Y69764268;LAW;16;Tripulante de Cabina
30;Daniel Callahan;1987-09-13;X88103341;XLE;6;Paramedico
13;Bradley Glenn;1975-10-17;U87751971;KEA;144;Tripulante de Cabina
51;Kristina Gilmore;1985-12-13;B29047250;NCY;26;Tripulante de Cabina
52;Sara Sims;1999-07-10;F00773862;KAI;13;Paramedico
28;Nicholas Simmons;1994-08-03;W03439988;LAT;79;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;LUD;121;Tripulante de Cabina
50;Adam Herrera;1976-12-04;Y37241205;LAW;2;Paramedico
14;Ronnie Macias;1988-02-12;J06543685;EAL;91;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;KAI;130;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;COG;94;Tripulante de Cabina
52;Sara Sims;1999-07-10;F00773862;ETA;120;Paramedico
48;Alex Walsh;1985-12-12;W59287703;AZI;52;Tripulante de Cabina
40;Brian Berry;1998-12-22;N92528667;ETA;83;Paramedico
18;Michael Chavez;1976-08-28;O16330677;ETA;76;Tripulante de Cabina
18;Michael Chavez;1976-08-28;O16330677;BTA;1;Tripulante de Cabina
46;Heather Arnold;1999-01-10;Y81323264;UAN;137;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;MPH;58;Tripulante de Cabina
12;Ronnie Moore;1997-01-12;L28170812;KEA;61;Tripulante de Cabina
1;Melanie Cummings;1980-09-01;J00360904;XLE;37;Tripulante de Cabina
27;Steven Hernandez;1997-11-18;Z48029074;AZI;40;Paramedico
22;Rodney Wilson;1973-10-18;R08362516;COG;136;Tripulante de Cabina
16;Tracey Harris;1978-06-05;C97271665;EAL;10;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;BTA;115;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;LAW;9;Tripulante de Cabina
40;Brian Berry;1998-12-22;N92528667;LAT;88;Paramedico
35;Francisco Rich;1996-02-21;D89562085;COG;93;Paramedico
13;Bradley Glenn;1975-10-17;U87751971;KEA;38;Tripulante de Cabina
