id;nombre;fecha_nacimiento;pasaporte;codigo_compania;vuelo_id;licencia
460;Jacob Duran;1988-02-25;A85793465;COG;123;17
461;Ronald Monroe;1984-09-12;C02131672;UAN;106;41
462;Jason Edwards;1975-02-09;J22810925;LAT;60;45
463;Jacob Duran;1988-02-25;A85793465;COG;52;17
464;Jacob Duran;1988-02-25;A85793465;KAI;140;17
465;Eric Phelps;1994-10-01;B96464671;XLE;63;35
466;Jason Edwards;1975-02-09;J22810925;UCA;76;15
467;Curtis Gutierrez;1974-03-14;Q46419538;KAI;128;7
468;Jason Edwards;1975-02-09;J22810925;UCA;132;15
469;Danny Pratt;1998-10-31;E10934506;KAI;125;47
470;Eric Phelps;1994-10-01;B96464671;XLE;25;35
471;Jacob Duran;1988-02-25;A85793465;LAM;9;48
472;Laura Ward;1981-01-23;I74549867;LAT;89;28
473;Danny Pratt;1998-10-31;E10934506;KAI;141;47
474;Jacob Duran;1988-02-25;A85793465;KEA;4;17
475;Jessica Harvey;1996-04-08;L89163667;UCA;70;37
476;Jason Edwards;1975-02-09;J22810925;IBE;55;15
477;Danny Pratt;1998-10-31;E10934506;UCA;138;47
478;Ronald Monroe;1984-09-12;C02131672;LUD;121;2
479;Jessica Harvey;1996-04-08;L89163667;NCY;145;37
480;Laura Ward;1981-01-23;I74549867;LAT;134;28
481;Danny Pratt;1998-10-31;E10934506;ADC;21;36
482;Jacob Duran;1988-02-25;A85793465;KEA;1;17
483;Danny Pratt;1998-10-31;E10934506;KAI;103;47
484;Jason Edwards;1975-02-09;J22810925;ETA;88;15
485;Danny Pratt;1998-10-31;E10934506;EAL;148;47
486;Jacob Duran;1988-02-25;A85793465;LAM;140;17
487;Jason Edwards;1975-02-09;J22810925;XLE;76;45
488;Eric Phelps;1994-10-01;B96464671;UCA;63;35
489;Eric Phelps;1994-10-01;B96464671;IBE;7;35
490;Jacob Duran;1988-02-25;A85793465;LAW;52;17
491;Jason Edwards;1975-02-09;J22810925;LAM;132;45
492;Joe Cabrera;1994-08-13;O98651462;LAT;27;25
493;Ronald Monroe;1984-09-12;C02131672;AZI;50;41
494;Danny Pratt;1998-10-31;E10934506;UCA;148;36
495;Jacob Duran;1988-02-25;A85793465;COG;20;17
496;Danny Pratt;1998-10-31;E10934506;ADC;119;36
497;Latasha Nelson;1986-05-09;V51246373;NCY;82;49
498;Kimberly Brown;1999-09-02;H50641909;XLE;36;22
499;Linda Warren;1975-03-13;L01109034;NCY;16;50
500;Jason Edwards;1975-02-09;J22810925;UCA;6;45
501;Latasha Nelson;1986-05-09;V51246373;MPH;82;49
502;Jacob Duran;1988-02-25;A85793465;LAW;9;17
503;Jacob Duran;1988-02-25;A85793465;LAM;126;17
504;Alex Deleon;1979-10-03;A35692355;IBE;66;11
505;Jason Edwards;1975-02-09;J22810925;LRC;87;45
506;Jacob Duran;1988-02-25;A85793465;QAF;73;17
507;Danny Pratt;1998-10-31;E10934506;UCA;125;36
508;Jacob Duran;1988-02-25;A85793465;NCY;129;17
509;Jason Edwards;1975-02-09;J22810925;ADC;64;15
510;Jason Edwards;1975-02-09;J22810925;LUD;55;45
511;Jacob Duran;1988-02-25;A85793465;NCY;15;48
512;Gabriel Palmer;1981-08-18;O88716397;LUD;5;40
513;Jacob Duran;1988-02-25;A85793465;AZI;73;48
514;Ronald Monroe;1984-09-12;C02131672;COG;30;2
515;Jacob Duran;1988-02-25;A85793465;COG;1;48
516;Ronald Monroe;1984-09-12;C02131672;COG;50;2
517;Danny Pratt;1998-10-31;E10934506;BTA;94;36
518;Gene Obrien;1999-07-02;Q49180524;KAI;113;0
519;Jason Edwards;1975-02-09;J22810925;UCA;64;15
520;Jacob Duran;1988-02-25;A85793465;EAL;29;48
521;Jason Edwards;1975-02-09;J22810925;UCA;100;45
522;Jacob Duran;1988-02-25;A85793465;QAF;101;17
523;Jason Edwards;1975-02-09;J22810925;ADC;64;45
524;Kimberly Brown;1999-09-02;H50641909;XLE;111;22
525;Jason Edwards;1975-02-09;J22810925;IBE;144;15
526;Jessica Harvey;1996-04-08;L89163667;UCA;78;37
527;Jacob Duran;1988-02-25;A85793465;COG;35;48
528;Jacob Duran;1988-02-25;A85793465;AZI;140;48
529;Jason Edwards;1975-02-09;J22810925;LUD;80;15
530;Jacob Duran;1988-02-25;A85793465;LAW;57;17
531;Jacob Duran;1988-02-25;A85793465;LAM;3;48
532;Jason Edwards;1975-02-09;J22810925;LRC;76;15
533;Joe Cabrera;1994-08-13;O98651462;COG;83;25
534;Jason Edwards;1975-02-09;J22810925;XLE;88;45
535;Ronald Monroe;1984-09-12;C02131672;UAN;30;2
536;Jacob Duran;1988-02-25;A85793465;EAL;15;48
537;Kimberly Brown;1999-09-02;H50641909;COG;124;51
538;Jacob Duran;1988-02-25;A85793465;UAN;29;48
539;Kimberly Brown;1999-09-02;H50641909;COG;139;51
540;Curtis Gutierrez;1974-03-14;Q46419538;NCY;136;7
541;Kimberly Brown;1999-09-02;H50641909;ADC;98;51
542;Jason Edwards;1975-02-09;J22810925;IBE;60;45
543;Joe Cabrera;1994-08-13;O98651462;COG;27;25
544;Gabriel Palmer;1981-08-18;O88716397;LUD;74;40
545;Kimberly Brown;1999-09-02;H50641909;XLE;139;51
546;Ronald Monroe;1984-09-12;C02131672;LUD;106;2
547;Danny Pratt;1998-10-31;E10934506;XLE;119;47
548;Ronald Monroe;1984-09-12;C02131672;AZI;30;2
549;Jacob Duran;1988-02-25;A85793465;QAF;15;48
550;Jacob Duran;1988-02-25;A85793465;NCY;73;48
551;Jacob Duran;1988-02-25;A85793465;LAW;1;17
552;Ronald Monroe;1984-09-12;C02131672;LUD;50;2
553;Danny Pratt;1998-10-31;E10934506;ADC;94;47
554;Kimberly Brown;1999-09-02;H50641909;COG;98;51
555;John Ross;1979-03-16;F40422038;MPH;31;29
556;Jacob Duran;1988-02-25;A85793465;BTA;35;48
557;Danny Pratt;1998-10-31;E10934506;EAL;141;36
558;Jason Edwards;1975-02-09;J22810925;UCA;60;45
559;Ronald Monroe;1984-09-12;C02131672;LUD;109;2
560;Jacob Duran;1988-02-25;A85793465;COG;4;17
561;Jacob Duran;1988-02-25;A85793465;AZI;99;48
562;Danny Pratt;1998-10-31;E10934506;ADC;58;36
563;Linda Warren;1975-03-13;L01109034;ADC;39;50
564;Jacob Duran;1988-02-25;A85793465;EAL;86;48
565;Ronald Monroe;1984-09-12;C02131672;LUD;108;2
566;Jacob Duran;1988-02-25;A85793465;KEA;129;17
567;Jacob Duran;1988-02-25;A85793465;AZI;15;17
568;Joe Cabrera;1994-08-13;O98651462;BTA;81;25
569;Jacob Duran;1988-02-25;A85793465;KEA;9;17
570;Kimberly Brown;1999-09-02;H50641909;KAI;124;22
571;Latasha Nelson;1986-05-09;V51246373;MPH;24;49
572;Jacob Duran;1988-02-25;A85793465;AZI;4;17
573;Danny Pratt;1998-10-31;E10934506;EAL;58;36
574;Jeffrey Roberts;1971-12-02;G16561693;IBE;114;19
575;Danny Pratt;1998-10-31;E10934506;XLE;94;36
576;Jessica Harvey;1996-04-08;L89163667;IBE;49;37
577;Matthew Walsh;1993-09-20;S26547035;IBE;77;46
578;Jacob Duran;1988-02-25;A85793465;NCY;52;48
579;Jacob Duran;1988-02-25;A85793465;LAM;1;17
580;Jacob Duran;1988-02-25;A85793465;AZI;123;48
581;Jacob Duran;1988-02-25;A85793465;BTA;20;17
582;Linda Warren;1975-03-13;L01109034;ETA;97;50
583;Jessica Harvey;1996-04-08;L89163667;UCA;145;37
584;John Ross;1979-03-16;F40422038;QAF;31;29
585;Jacob Duran;1988-02-25;A85793465;EAL;57;48
586;Jacob Duran;1988-02-25;A85793465;COG;86;48
587;Jason Edwards;1975-02-09;J22810925;ETA;144;45
588;Jason Edwards;1975-02-09;J22810925;LAT;55;45
589;Jessica Harvey;1996-04-08;L89163667;NCY;122;37
590;Linda Warren;1975-03-13;L01109034;XLE;17;50
591;Jessica Harvey;1996-04-08;L89163667;UCA;122;37
592;Jacob Duran;1988-02-25;A85793465;QAF;57;48
593;Curtis Gutierrez;1974-03-14;Q46419538;NCY;54;7
594;Joe Cabrera;1994-08-13;O98651462;QAF;79;25
595;Jacob Duran;1988-02-25;A85793465;COG;1;17
596;Linda Warren;1975-03-13;L01109034;NCY;39;50
597;Jacob Duran;1988-02-25;A85793465;LAW;140;17
598;Danny Pratt;1998-10-31;E10934506;KAI;58;47
599;Ronald Monroe;1984-09-12;C02131672;LAM;106;41
600;Jessica Harvey;1996-04-08;L89163667;LRC;19;37
601;Latasha Nelson;1986-05-09;V51246373;LAW;110;49
602;Matthew Walsh;1993-09-20;S26547035;LRC;131;12
603;Jacob Duran;1988-02-25;A85793465;EAL;99;17
604;Jacob Duran;1988-02-25;A85793465;EAL;3;17
605;Jacob Duran;1988-02-25;A85793465;BTA;73;17
606;Jason Edwards;1975-02-09;J22810925;LAT;88;15
607;Danny Pratt;1998-10-31;E10934506;KAI;38;47
608;Jacob Duran;1988-02-25;A85793465;BTA;101;48
609;Jessica Harvey;1996-04-08;L89163667;NCY;49;37
610;Matthew Walsh;1993-09-20;S26547035;LAT;77;12
611;Jessica Harvey;1996-04-08;L89163667;LRC;49;37
612;Danny Pratt;1998-10-31;E10934506;XLE;141;36
613;Jacob Duran;1988-02-25;A85793465;EAL;59;17
614;Jason Edwards;1975-02-09;J22810925;LAT;64;45
615;Jacob Duran;1988-02-25;A85793465;UAN;86;17
616;Jacob Duran;1988-02-25;A85793465;UAN;57;17
617;Danny Pratt;1998-10-31;E10934506;EAL;21;47
618;Jessica Harvey;1996-04-08;L89163667;LRC;122;37
619;Danny Pratt;1998-10-31;E10934506;BTA;21;47
620;Alex Deleon;1979-10-03;A35692355;LAM;92;11
621;Jacob Duran;1988-02-25;A85793465;AZI;86;48
622;Danny Pratt;1998-10-31;E10934506;ADC;119;47
623;Danny Pratt;1998-10-31;E10934506;BTA;148;47
624;Jason Edwards;1975-02-09;J22810925;XLE;107;15
625;Eric Phelps;1994-10-01;B96464671;IBE;95;35
626;Danny Pratt;1998-10-31;E10934506;XLE;148;36
627;Jessica Harvey;1996-04-08;L89163667;NCY;22;37
628;Joe Cabrera;1994-08-13;O98651462;COG;91;25
629;Kimberly Brown;1999-09-02;H50641909;XLE;32;22
630;Danny Pratt;1998-10-31;E10934506;EAL;138;36
631;Latasha Nelson;1986-05-09;V51246373;MPH;44;49
632;Jacob Duran;1988-02-25;A85793465;KEA;123;17
633;Alex Deleon;1979-10-03;A35692355;MPH;92;11
634;Jason Edwards;1975-02-09;J22810925;MPH;88;45
635;Eric Phelps;1994-10-01;B96464671;ETA;146;35
636;Jacob Duran;1988-02-25;A85793465;LAW;126;48
637;Jessica Harvey;1996-04-08;L89163667;NCY;75;37
638;Jacob Duran;1988-02-25;A85793465;BTA;101;17
639;Curtis Gutierrez;1974-03-14;Q46419538;ADC;51;7
640;Jason Edwards;1975-02-09;J22810925;IBE;87;15
641;Eric Phelps;1994-10-01;B96464671;IBE;93;35
642;Jacob Duran;1988-02-25;A85793465;LAM;3;17
643;Laura Ward;1981-01-23;I74549867;COG;120;28
644;Jacob Duran;1988-02-25;A85793465;LAM;117;48
645;Eric Phelps;1994-10-01;B96464671;ETA;7;35
646;Jacob Duran;1988-02-25;A85793465;UAN;59;48
647;Jason Edwards;1975-02-09;J22810925;XLE;87;15
648;Jason Edwards;1975-02-09;J22810925;IBE;144;45
649;Gene Obrien;1999-07-02;Q49180524;LAT;137;0
650;Linda Warren;1975-03-13;L01109034;LAW;14;50
651;Jason Edwards;1975-02-09;J22810925;ADC;88;45
652;Danny Pratt;1998-10-31;E10934506;ADC;147;47
653;Jacob Duran;1988-02-25;A85793465;QAF;99;48
654;Danny Pratt;1998-10-31;E10934506;UCA;38;47
655;Jacob Duran;1988-02-25;A85793465;QAF;1;48
656;Jacob Duran;1988-02-25;A85793465;KEA;9;48
657;Jessica Harvey;1996-04-08;L89163667;AZI;72;37
658;Jacob Duran;1988-02-25;A85793465;AZI;86;17
659;Danny Pratt;1998-10-31;E10934506;EAL;138;47
660;Jason Edwards;1975-02-09;J22810925;LRC;144;15
661;Jason Edwards;1975-02-09;J22810925;LUD;132;15
662;Jacob Duran;1988-02-25;A85793465;COG;57;48
663;Gabriel Palmer;1981-08-18;O88716397;UAN;5;40
664;Jacob Duran;1988-02-25;A85793465;UAN;123;17
665;Laura Ward;1981-01-23;I74549867;LAT;120;28
666;Jason Edwards;1975-02-09;J22810925;MPH;64;45
667;Jacob Duran;1988-02-25;A85793465;LAW;126;17
668;Curtis Gutierrez;1974-03-14;Q46419538;AZI;51;7
669;Kimberly Brown;1999-09-02;H50641909;XLE;111;51
670;Jacob Duran;1988-02-25;A85793465;KEA;101;48
671;Jacob Duran;1988-02-25;A85793465;KEA;20;48
672;Kimberly Brown;1999-09-02;H50641909;COG;139;22
673;Danny Pratt;1998-10-31;E10934506;ADC;94;36
674;Jacob Duran;1988-02-25;A85793465;LAW;3;48
675;Jason Edwards;1975-02-09;J22810925;UCA;80;45
676;Eric Phelps;1994-10-01;B96464671;XLE;93;35
677;Jacob Duran;1988-02-25;A85793465;KAI;59;17
678;Gabriel Palmer;1981-08-18;O88716397;LUD;74;31
679;Jacob Duran;1988-02-25;A85793465;QAF;20;48
680;Jacob Duran;1988-02-25;A85793465;UAN;20;17
681;Gabriel Palmer;1981-08-18;O88716397;UAN;74;40
682;Joe Cabrera;1994-08-13;O98651462;QAF;83;25
683;Kimberly Brown;1999-09-02;H50641909;IBE;111;51
684;Jason Edwards;1975-02-09;J22810925;LRC;87;15
685;Curtis Gutierrez;1974-03-14;Q46419538;AZI;28;7
686;Danny Pratt;1998-10-31;E10934506;BTA;38;36
687;Danny Pratt;1998-10-31;E10934506;KAI;94;36
688;Kimberly Brown;1999-09-02;H50641909;KAI;98;51
689;Jacob Duran;1988-02-25;A85793465;LAM;101;48
690;Jacob Duran;1988-02-25;A85793465;NCY;123;17
691;Danny Pratt;1998-10-31;E10934506;XLE;58;47
692;Jacob Duran;1988-02-25;A85793465;UAN;15;17
693;Ronald Monroe;1984-09-12;C02131672;UAN;121;41
694;Jacob Duran;1988-02-25;A85793465;EAL;140;17
695;Danny Pratt;1998-10-31;E10934506;BTA;127;47
696;Jacob Duran;1988-02-25;A85793465;BTA;86;48
697;Jason Edwards;1975-02-09;J22810925;XLE;64;15
698;Danny Pratt;1998-10-31;E10934506;KAI;94;47
699;Ronald Monroe;1984-09-12;C02131672;UAN;30;41
700;Danny Pratt;1998-10-31;E10934506;BTA;138;47
701;Jacob Duran;1988-02-25;A85793465;QAF;35;17
702;Jacob Duran;1988-02-25;A85793465;AZI;52;48
703;Jacob Duran;1988-02-25;A85793465;EAL;1;17
704;Ronald Monroe;1984-09-12;C02131672;UAN;108;41
705;John Ross;1979-03-16;F40422038;MPH;33;29
706;Ronald Monroe;1984-09-12;C02131672;LUD;102;2
707;Jessica Harvey;1996-04-08;L89163667;LRC;145;37
708;Linda Warren;1975-03-13;L01109034;XLE;18;50
709;Linda Warren;1975-03-13;L01109034;LAW;97;50
710;Jeffrey Roberts;1971-12-02;G16561693;ETA;34;19
711;Joe Cabrera;1994-08-13;O98651462;COG;105;25
712;Jason Edwards;1975-02-09;J22810925;LAM;80;45
713;Gene Obrien;1999-07-02;Q49180524;AZI;137;0
714;Jacob Duran;1988-02-25;A85793465;BTA;1;48
715;Jacob Duran;1988-02-25;A85793465;EAL;57;17
716;Jason Edwards;1975-02-09;J22810925;MPH;41;15
717;Jason Edwards;1975-02-09;J22810925;ETA;76;15
718;Jacob Duran;1988-02-25;A85793465;KAI;117;17
719;Jacob Duran;1988-02-25;A85793465;NCY;9;17
720;Curtis Gutierrez;1974-03-14;Q46419538;KAI;136;7
721;Joe Cabrera;1994-08-13;O98651462;LAT;2;25
722;Jacob Duran;1988-02-25;A85793465;LAW;86;48
723;Kimberly Brown;1999-09-02;H50641909;IBE;124;51
724;Jacob Duran;1988-02-25;A85793465;UAN;129;17
725;Danny Pratt;1998-10-31;E10934506;KAI;119;47
726;Jacob Duran;1988-02-25;A85793465;QAF;59;17
727;Jacob Duran;1988-02-25;A85793465;AZI;123;17
728;Kimberly Brown;1999-09-02;H50641909;COG;56;22
729;Danny Pratt;1998-10-31;E10934506;ADC;138;36
730;Jacob Duran;1988-02-25;A85793465;KAI;57;48
731;Curtis Gutierrez;1974-03-14;Q46419538;KAI;13;7
732;Joe Cabrera;1994-08-13;O98651462;KEA;81;25
733;Jason Edwards;1975-02-09;J22810925;XLE;6;15
734;Jacob Duran;1988-02-25;A85793465;NCY;59;48
735;Jacob Duran;1988-02-25;A85793465;LAW;129;17
736;Jeffrey Roberts;1971-12-02;G16561693;ETA;10;19
737;Jessica Harvey;1996-04-08;L89163667;IBE;145;37
738;Jacob Duran;1988-02-25;A85793465;KEA;15;17
739;Linda Paul;1983-01-12;L91489362;;;53
740;John Ross;1979-03-16;F40422038;BTA;33;29
741;Jacob Duran;1988-02-25;A85793465;LAM;99;48
742;Danny Pratt;1998-10-31;E10934506;XLE;138;36
743;Jason Edwards;1975-02-09;J22810925;MPH;80;45
744;Joe Cabrera;1994-08-13;O98651462;LAW;68;25
745;Kimberly Brown;1999-09-02;H50641909;IBE;111;22
746;Matthew Walsh;1993-09-20;S26547035;LAM;131;46
747;Jacob Duran;1988-02-25;A85793465;KAI;117;48
748;Linda Warren;1975-03-13;L01109034;LAW;17;50
749;Jason Edwards;1975-02-09;J22810925;ETA;107;45
750;Danny Pratt;1998-10-31;E10934506;UCA;21;36
751;Ronald Monroe;1984-09-12;C02131672;LUD;102;41
752;Jason Edwards;1975-02-09;J22810925;IBE;80;45
753;Danny Pratt;1998-10-31;E10934506;UCA;127;36
754;Kimberly Brown;1999-09-02;H50641909;XLE;84;51
755;Jacob Duran;1988-02-25;A85793465;QAF;3;48
756;Jacob Duran;1988-02-25;A85793465;LAM;123;17
757;Jacob Duran;1988-02-25;A85793465;NCY;86;17
758;Gene Obrien;1999-07-02;Q49180524;KEA;11;0
759;Jacob Duran;1988-02-25;A85793465;LAW;4;17
760;Ronald Monroe;1984-09-12;C02131672;QAF;50;2
761;Alex Deleon;1979-10-03;A35692355;ETA;92;11
762;Danny Pratt;1998-10-31;E10934506;EAL;147;36
763;Jacob Duran;1988-02-25;A85793465;KAI;9;48
764;Jacob Duran;1988-02-25;A85793465;EAL;101;17
765;Jason Edwards;1975-02-09;J22810925;LAT;6;45
766;Danny Pratt;1998-10-31;E10934506;XLE;38;47
767;Jason Edwards;1975-02-09;J22810925;IBE;107;15
768;Danny Pratt;1998-10-31;E10934506;BTA;147;36
769;Jacob Duran;1988-02-25;A85793465;KEA;35;48
770;Danny Pratt;1998-10-31;E10934506;UCA;112;36
771;Jason Edwards;1975-02-09;J22810925;ETA;142;15
772;Jacob Duran;1988-02-25;A85793465;UAN;9;48
773;Jason Edwards;1975-02-09;J22810925;LUD;144;45
774;Jacob Duran;1988-02-25;A85793465;LAM;4;48
775;Jason Edwards;1975-02-09;J22810925;ADC;100;15
776;Jessica Harvey;1996-04-08;L89163667;NCY;62;37
777;Jacob Duran;1988-02-25;A85793465;KAI;35;48
778;Jacob Duran;1988-02-25;A85793465;EAL;35;17
779;Eric Phelps;1994-10-01;B96464671;XLE;85;35
780;Jessica Harvey;1996-04-08;L89163667;LRC;70;37
781;Latasha Nelson;1986-05-09;V51246373;LRC;24;49
782;Danny Pratt;1998-10-31;E10934506;EAL;103;47
783;Linda Warren;1975-03-13;L01109034;ADC;16;50
784;Kimberly Brown;1999-09-02;H50641909;XLE;124;51
785;Jason Edwards;1975-02-09;J22810925;LRC;107;15
786;Danny Pratt;1998-10-31;E10934506;EAL;125;47
787;Danny Pratt;1998-10-31;E10934506;BTA;148;36
788;Jacob Duran;1988-02-25;A85793465;BTA;57;48
789;Jacob Duran;1988-02-25;A85793465;AZI;20;17
790;Jason Edwards;1975-02-09;J22810925;LUD;76;15
791;Ronald Monroe;1984-09-12;C02131672;COG;109;2
792;Jessica Harvey;1996-04-08;L89163667;UCA;62;37
793;Jacob Duran;1988-02-25;A85793465;LAM;117;17
794;Jacob Duran;1988-02-25;A85793465;NCY;1;17
795;Joe Cabrera;1994-08-13;O98651462;LAW;83;25
796;Eric Phelps;1994-10-01;B96464671;ETA;25;35
797;Jason Edwards;1975-02-09;J22810925;MPH;76;45
798;Jacob Duran;1988-02-25;A85793465;KAI;129;17
799;Laura Ward;1981-01-23;I74549867;COG;47;28
800;Jason Edwards;1975-02-09;J22810925;LUD;142;45
801;Danny Pratt;1998-10-31;E10934506;KAI;148;36
802;Jason Edwards;1975-02-09;J22810925;XLE;88;15
803;Joe Cabrera;1994-08-13;O98651462;QAF;91;25
804;Kimberly Brown;1999-09-02;H50641909;IBE;98;51
805;Jacob Duran;1988-02-25;A85793465;QAF;101;48
806;Jacob Duran;1988-02-25;A85793465;BTA;3;48
807;Ronald Monroe;1984-09-12;C02131672;COG;50;41
808;Joe Cabrera;1994-08-13;O98651462;LAT;105;25
809;Joe Cabrera;1994-08-13;O98651462;LAW;27;25
810;Jacob Duran;1988-02-25;A85793465;COG;129;17
811;Jacob Duran;1988-02-25;A85793465;LAW;73;48
812;Linda Warren;1975-03-13;L01109034;LAW;135;50
813;Jason Edwards;1975-02-09;J22810925;LAM;6;45
814;Jacob Duran;1988-02-25;A85793465;EAL;73;48
815;Jason Edwards;1975-02-09;J22810925;LAT;55;15
816;Danny Pratt;1998-10-31;E10934506;KAI;58;36
817;Laura Ward;1981-01-23;I74549867;EAL;120;28
818;Jacob Duran;1988-02-25;A85793465;KAI;123;48
819;John Ross;1979-03-16;F40422038;MPH;42;29
820;Joe Cabrera;1994-08-13;O98651462;LAW;91;25
821;Kimberly Brown;1999-09-02;H50641909;KAI;111;22
822;Linda Warren;1975-03-13;L01109034;ETA;18;50
823;Jacob Duran;1988-02-25;A85793465;UAN;129;48
824;Danny Pratt;1998-10-31;E10934506;XLE;125;36
825;Jacob Duran;1988-02-25;A85793465;EAL;4;17
826;Danny Pratt;1998-10-31;E10934506;UCA;148;47
827;Laura Ward;1981-01-23;I74549867;COG;89;28
828;Ronald Monroe;1984-09-12;C02131672;COG;106;41
829;Jacob Duran;1988-02-25;A85793465;NCY;57;48
830;Eric Phelps;1994-10-01;B96464671;KEA;95;35
831;Danny Pratt;1998-10-31;E10934506;UCA;141;36
832;Jason Edwards;1975-02-09;J22810925;LAM;6;15
833;Jessica Harvey;1996-04-08;L89163667;IBE;143;37
834;Linda Warren;1975-03-13;L01109034;NCY;37;50
835;Jason Edwards;1975-02-09;J22810925;MPH;60;45
836;Jacob Duran;1988-02-25;A85793465;UAN;126;48
837;Linda Warren;1975-03-13;L01109034;XLE;37;50
838;Jacob Duran;1988-02-25;A85793465;KEA;123;48
839;Jacob Duran;1988-02-25;A85793465;BTA;52;17
840;Joe Cabrera;1994-08-13;O98651462;BTA;105;25
841;Jacob Duran;1988-02-25;A85793465;COG;123;48
842;Gabriel Palmer;1981-08-18;O88716397;EAL;74;40
843;Danny Pratt;1998-10-31;E10934506;ADC;58;47
844;Jason Edwards;1975-02-09;J22810925;MPH;55;15
845;Jason Edwards;1975-02-09;J22810925;IBE;41;15
846;Jacob Duran;1988-02-25;A85793465;UAN;4;48
847;Jason Edwards;1975-02-09;J22810925;LRC;41;15
848;Matthew Walsh;1993-09-20;S26547035;IBE;77;12
849;John Ross;1979-03-16;F40422038;MPH;65;29
850;Ronald Monroe;1984-09-12;C02131672;AZI;108;2
851;Ronald Monroe;1984-09-12;C02131672;LAM;121;2
852;Jessica Harvey;1996-04-08;L89163667;AZI;70;37
853;Jason Edwards;1975-02-09;J22810925;ADC;60;45
854;Jason Edwards;1975-02-09;J22810925;MPH;6;45
855;Jacob Duran;1988-02-25;A85793465;EAL;117;17
856;Laura Ward;1981-01-23;I74549867;MPH;120;28
857;Jason Edwards;1975-02-09;J22810925;LAM;144;45
858;Laura Ward;1981-01-23;I74549867;LAT;90;28
859;Jacob Duran;1988-02-25;A85793465;LAW;1;48
860;Joe Cabrera;1994-08-13;O98651462;LAW;79;25
861;Joe Cabrera;1994-08-13;O98651462;BTA;79;25
862;Jacob Duran;1988-02-25;A85793465;KAI;1;17
863;Jacob Duran;1988-02-25;A85793465;QAF;59;48
864;Jacob Duran;1988-02-25;A85793465;NCY;86;48
865;Latasha Nelson;1986-05-09;V51246373;LAW;24;49
866;Jacob Duran;1988-02-25;A85793465;QAF;35;48
867;Jason Edwards;1975-02-09;J22810925;MPH;87;15
868;Jason Edwards;1975-02-09;J22810925;UCA;76;45
869;Jacob Duran;1988-02-25;A85793465;AZI;117;17
870;Jacob Duran;1988-02-25;A85793465;BTA;126;17
871;Danny Pratt;1998-10-31;E10934506;EAL;119;36
872;Danny Pratt;1998-10-31;E10934506;UCA;147;36
873;Jacob Duran;1988-02-25;A85793465;LAW;73;17
874;Linda Warren;1975-03-13;L01109034;LAW;26;50
875;Curtis Gutierrez;1974-03-14;Q46419538;ADC;133;7
876;Matthew Walsh;1993-09-20;S26547035;LAT;131;46
877;Kimberly Brown;1999-09-02;H50641909;XLE;98;22
878;Jason Edwards;1975-02-09;J22810925;MPH;144;15
879;Jason Edwards;1975-02-09;J22810925;LAT;64;15
880;Kimberly Brown;1999-09-02;H50641909;KAI;98;22
881;Jacob Duran;1988-02-25;A85793465;KAI;20;48
882;Jason Edwards;1975-02-09;J22810925;MPH;142;15
883;Jason Edwards;1975-02-09;J22810925;UCA;88;45
884;Jessica Harvey;1996-04-08;L89163667;LRC;75;37
885;Jacob Duran;1988-02-25;A85793465;LAW;86;17
886;Jacob Duran;1988-02-25;A85793465;EAL;3;48
887;Jacob Duran;1988-02-25;A85793465;UAN;52;17
888;Ronald Monroe;1984-09-12;C02131672;COG;102;41
889;Ronald Monroe;1984-09-12;C02131672;AZI;102;2
890;Curtis Gutierrez;1974-03-14;Q46419538;KAI;133;7
891;Jacob Duran;1988-02-25;A85793465;UAN;73;48
892;Curtis Gutierrez;1974-03-14;Q46419538;KAI;54;7
893;Jacob Duran;1988-02-25;A85793465;COG;52;48
894;Jason Edwards;1975-02-09;J22810925;LAM;64;15
895;Ronald Monroe;1984-09-12;C02131672;QAF;109;2
896;Kimberly Brown;1999-09-02;H50641909;ADC;32;22
897;Latasha Nelson;1986-05-09;V51246373;NCY;44;49
898;Jacob Duran;1988-02-25;A85793465;NCY;29;17
899;Jacob Duran;1988-02-25;A85793465;NCY;4;17
900;Jason Edwards;1975-02-09;J22810925;IBE;88;15
901;Jacob Duran;1988-02-25;A85793465;AZI;1;48
902;Ronald Monroe;1984-09-12;C02131672;COG;106;2
903;Jacob Duran;1988-02-25;A85793465;BTA;129;48
904;Jacob Duran;1988-02-25;A85793465;COG;117;48
905;Danny Pratt;1998-10-31;E10934506;ADC;148;47
906;Ronald Monroe;1984-09-12;C02131672;QAF;30;2
907;Danny Pratt;1998-10-31;E10934506;KAI;138;36
908;Kimberly Brown;1999-09-02;H50641909;XLE;56;51
909;Jessica Harvey;1996-04-08;L89163667;AZI;78;37
910;Jacob Duran;1988-02-25;A85793465;LAM;57;48
911;Latasha Nelson;1986-05-09;V51246373;LAW;130;49
912;Ronald Monroe;1984-09-12;C02131672;LUD;109;41
913;Danny Pratt;1998-10-31;E10934506;KAI;147;36
914;Curtis Gutierrez;1974-03-14;Q46419538;KAI;61;7
915;Jacob Duran;1988-02-25;A85793465;BTA;1;17
916;Jessica Harvey;1996-04-08;L89163667;LRC;40;37
917;Latasha Nelson;1986-05-09;V51246373;NCY;24;49
918;Alex Deleon;1979-10-03;A35692355;LAM;0;11
919;Ronald Monroe;1984-09-12;C02131672;LAM;50;41
920;Jacob Duran;1988-02-25;A85793465;UAN;140;17
